cc_no,pos_dt,cc_txn_amt
18621,1,17100
18621,2,9100
18621,3,30400
18621,4,9300
18621,5,7600
18621,6,1600
18623,1,2500
18623,2,1500
18623,3,1500
18623,4,1400
18623,5,1500
18624,3,11500
18624,5,11500
18624,6,11500
18625,6,1200
18626,1,5100
18626,2,12100
18626,3,5400
18626,4,4000
18626,5,5400
18626,6,2900
18627,3,1400
18628,1,4000
18628,2,1900
18628,4,1200
18629,1,300
18629,2,700
18629,4,500
18629,5,500
18629,6,500
18631,1,2700
18631,2,2500
18631,3,2700
18631,5,2500
18631,6,2900
18632,3,103100
18632,4,51200
18632,5,78500
18632,6,14700
18633,3,8900
18633,5,600
18633,6,1700
18634,1,18600
18634,2,5300
18634,3,10000
18634,4,3600
18634,5,23100
18634,6,6400
18635,2,77000
18639,1,900
18639,2,6800
18639,3,5200
18639,4,5300
18639,5,7200
18639,6,9400
18641,1,3400
18641,2,3400
18641,4,6900
18641,6,3400
18642,1,1800
18642,2,200
18642,3,53400
18642,4,32700
18642,5,32000
18642,6,9200
18646,1,1500
18646,3,1700
18646,6,1300
18647,1,7000
18648,3,1900
18648,4,6400
18648,5,1800
18648,6,1300
18651,3,24500
18651,4,3500
18651,5,100
18651,6,3000
18652,1,17300
18652,2,2000
18652,3,13400
18652,4,2000
18652,5,3000
18652,6,3000
18653,1,9000
18653,4,14000
18653,6,6000
18654,5,300
18654,6,5700
18656,1,8800
18656,2,2900
18656,3,22100
18656,4,4600
18656,5,27100
18656,6,19100
18658,5,40000
18661,1,8200
18661,2,8600
18661,3,12500
18661,4,17700
18661,5,13900
18661,6,14000
18664,4,1400
18664,6,700
18665,2,2000
18665,3,2000
18665,4,3000
18666,1,3000
18666,3,26000
18667,1,10000
18667,2,15700
18667,3,1300
18667,4,13600
18667,5,7000
18667,6,11300
18669,2,25000
18669,4,5000
18671,1,10800
18671,3,16600
18671,5,2000
18671,6,1900
18672,4,4000
18672,5,500
18673,2,300
18673,3,1700
18673,5,17500
18675,3,2700
18677,1,4100
18677,2,3300
18677,3,5200
18677,6,1900
18679,2,800
18679,3,3900
18679,4,2100
18679,5,1000
18682,4,1000
18683,5,15000
18684,1,20000
18684,4,30000
18684,6,30000
18685,1,1000
18685,2,13100
18685,3,5200
18685,4,3100
18685,5,5400
18685,6,22800
18686,1,3200
18686,2,5300
18686,3,1500
18686,4,2200
18686,5,700
18686,6,1500
18687,2,10000
18687,5,15000
18687,6,30000
18688,1,3600
18688,2,6000
18688,3,700
18688,4,3000
18688,5,6500
18688,6,3200
18689,6,23000
18690,1,2700
18690,2,24000
18690,3,1000
18690,4,700
18690,5,9000
18690,6,2800
18691,1,4600
18691,2,3300
18691,3,2100
18691,4,3300
18691,5,4800
18691,6,8100
18692,3,6100
18692,4,3000
18692,5,8400
18693,1,2000
18693,2,1600
18693,3,6500
18693,4,300
18693,6,6000
18695,4,1300
18695,5,2300
18695,6,6700
18696,6,3500
18697,1,7500
18697,2,8000
18697,3,6000
18697,4,6000
18697,6,4200
18698,2,58100
18698,3,40200
18698,4,10300
18698,5,16600
18699,1,23200
18699,2,13900
18699,3,51100
18699,4,34800
18699,5,41100
18699,6,26400
18700,1,7800
18700,2,5000
18700,3,3800
18700,4,4200
18700,5,5600
18700,6,4600
18702,1,13500
18702,2,11600
18702,3,6600
18702,4,6600
18702,5,9100
18702,6,10900
18703,1,7900
18703,2,6400
18703,3,3100
18703,4,300
18703,5,8000
18703,6,3000
18704,2,7000
18704,4,4000
18706,1,1800
18706,2,1100
18706,3,1200
18706,6,1500
18708,1,1300
18708,3,7000
18708,4,2800
18708,5,800
18708,6,5800
18709,2,1400
18709,4,15400
18709,5,2100
18709,6,900
18711,1,5600
18711,2,2800
18711,3,3800
18711,4,5300
18711,5,3300
18711,6,4700
18712,5,7000
18713,6,41800
18714,2,1200
18715,5,1000
18715,6,7000
18720,1,17600
18720,2,13300
18720,3,20700
18720,4,10500
18720,5,1800
18720,6,32100
18721,1,11400
18721,2,58600
18721,3,22200
18721,4,35100
18721,5,54200
18721,6,10600
18723,3,200
18724,1,800
18724,3,800
18724,4,800
18724,5,800
18724,6,800
18725,4,15000
18725,6,3000
18727,1,14500
18727,2,9500
18727,3,5000
18727,4,14000
18727,5,5500
18727,6,13500
18728,1,5100
18728,3,1000
18728,4,1800
18728,5,1400
18728,6,1100
18730,1,3500
18730,2,5200
18730,4,6900
18730,5,8400
18730,6,43600
18731,1,1500
18731,2,5100
18731,3,21400
18731,4,6700
18731,5,5700
18731,6,6300
18732,1,200
18732,2,600
18732,3,400
18732,4,200
18732,6,500
18733,1,2900
18733,2,2600
18733,3,2500
18733,4,11400
18733,5,900
18733,6,3500
18734,1,4800
18734,2,38600
18734,3,4300
18734,4,2200
18734,5,500
18734,6,800
18736,3,1300
18736,4,3800
18736,5,18900
18736,6,2900
18738,1,3000
18738,2,3000
18738,4,4500
18738,5,3000
18738,6,3000
18743,1,22700
18743,2,54100
18743,3,59800
18743,4,14000
18743,5,20500
18743,6,25900
18744,1,28700
18744,2,2000
18744,3,159300
18744,4,2000
18744,5,2000
18744,6,6300
18745,2,4000
18745,3,5000
18745,4,4000
18745,5,4500
18745,6,4000
18746,1,7500
18746,2,2800
18746,3,11100
18746,4,2200
18746,5,26900
18746,6,11700
18748,1,1300
18748,2,4500
18748,3,3200
18748,4,3900
18748,5,3600
18748,6,3700
18749,1,1200
18749,3,200
18750,1,4600
18750,2,9900
18750,3,13000
18750,4,8900
18750,5,9500
18750,6,8800
18752,1,1300
18752,2,900
18752,3,1100
18752,5,1300
18752,6,1400
18753,3,5000
18754,1,11600
18754,2,1200
18754,3,12100
18754,4,2300
18754,5,38000
18755,1,3800
18755,2,700
18755,3,300
18755,4,3800
18755,5,1400
18755,6,500
18756,1,1300
18756,3,2300
18756,4,3000
18756,5,36400
18756,6,75400
18758,5,6200
18758,6,1800
18759,1,2000
18759,2,6100
18759,3,21000
18759,4,37500
18759,5,11100
18759,6,10300
18761,2,11000
18761,3,40000
18761,4,1000
18761,5,4000
18761,6,4000
18762,1,8000
18762,2,10000
18762,4,6000
18762,5,6000
18763,2,500
18763,3,7200
18763,4,1800
18763,5,2200
18764,1,2100
18766,1,171200
18766,2,43000
18766,3,96000
18766,4,1556900
18766,5,183900
18766,6,104700
18767,2,15400
18767,3,400
18767,4,9400
18767,5,4200
18767,6,400
18768,5,2800
18772,1,600
18772,3,600
18772,4,1600
18772,5,300
18772,6,400
18773,2,200
18773,3,9300
18773,4,2300
18773,5,4000
18775,1,1000
18775,3,2500
18775,4,1000
18775,5,2000
18776,1,6000
18776,2,4000
18776,3,2000
18777,1,1500
18777,2,1700
18777,3,15900
18777,4,1800
18777,5,22400
18777,6,1900
18778,1,45600
18778,2,4700
18778,3,11800
18778,4,33800
18780,3,15000
18780,4,3000
18780,6,1000
18782,1,7000
18782,3,6000
18782,4,7000
18782,5,6500
18783,3,14000
18783,4,600
18783,6,9300
18784,1,5000
18784,2,5100
18784,3,10800
18784,4,4000
18784,5,1000
18784,6,5200
18785,2,16600
18785,6,5600
18786,1,11400
18786,2,5700
18786,4,5700
18786,6,11400
18787,1,2900
18787,2,5000
18787,3,2200
18787,4,7200
18789,1,3800
18789,2,88700
18789,3,82500
18789,4,132300
18789,5,125100
18789,6,15500
18790,2,700
18790,3,1900
18790,4,3200
18790,5,12100
18790,6,1300
18792,1,10600
18792,2,4800
18792,3,4600
18792,4,7700
18792,5,3900
18792,6,8000
18793,1,5500
18793,2,7600
18793,3,4000
18793,4,6900
18793,5,4600
18793,6,7000
18795,2,3600
18795,3,1300
18795,4,14100
18795,5,1700
18795,6,15700
18796,1,2800
18796,2,3000
18796,3,4600
18796,4,2200
18796,5,2000
18796,6,500
18797,1,6700
18797,2,1900
18797,5,5000
18797,6,10000
18799,1,2300
18801,5,2300
18802,1,8200
18802,2,11800
18802,3,5800
18802,4,7500
18802,5,17700
18802,6,2100
18803,1,3000
18803,2,3000
18803,3,3000
18803,4,3000
18803,6,3000
18805,4,40000
18807,2,44300
18807,3,130100
18807,4,64000
18807,5,62900
18807,6,24300
18808,5,2700
18808,6,9700
18809,1,8000
18809,2,7000
18809,3,11400
18809,4,8200
18809,5,6700
18809,6,5700
18811,1,84700
18811,2,118000
18811,3,28200
18813,3,5600
18813,4,2200
18813,5,4100
18813,6,800
18818,1,22400
18818,2,1300
18818,3,2300
18818,4,9000
18818,5,3200
18818,6,2100
18819,1,4900
18819,2,4600
18819,3,40700
18819,4,800
18819,5,95400
18819,6,19900
18820,6,6400
18821,1,12400
18821,4,300
18821,6,1900
18823,1,20100
18823,2,10100
18823,3,7600
18823,4,11000
18823,5,36100
18823,6,24100
18824,2,800
18824,3,500
18824,4,4300
18824,5,3400
18826,1,4600
18826,2,11800
18826,5,1400
18826,6,1900
18828,1,1700
18828,5,4600
18831,1,4000
18831,2,2000
18831,4,15000
18831,5,15000
18832,4,3600
18833,1,10200
18833,2,20200
18833,3,8800
18833,4,23800
18833,5,4200
18833,6,500
18834,5,600
18834,6,11000
18835,3,2600
18835,6,1900
18837,4,10000
18840,1,6300
18840,2,2800
18840,3,2100
18840,4,700
18840,5,3500
18840,6,2200
18841,2,2000
18841,4,4000
18841,5,3000
18841,6,4000
18851,3,1600
18851,5,700
18851,6,1100
18852,1,300
18852,2,500
18852,3,1200
18852,4,600
18852,5,2200
18855,1,2000
18855,4,200
18858,1,3000
18858,2,3000
18858,3,3000
18858,4,3000
18858,6,3000
18861,5,7000
18862,1,400
18862,2,400
18862,3,400
18862,4,400
18862,5,17700
18862,6,12800
18863,1,2500
18863,2,800
18864,2,110200
18864,3,60600
18864,4,21400
18864,5,2300
18864,6,7900
18868,1,4000
18868,5,10000
18869,5,500
18872,2,2000
18872,5,2000
18872,6,2000
18873,3,9000
18873,4,2000
18873,5,5000
18873,6,11000
18874,1,1000
18874,3,700
18879,2,8100
18880,1,5400
18880,2,2100
18880,4,2200
18880,5,11500
18880,6,1700
18882,1,35000
18882,2,66000
18882,3,10000
18882,4,22000
18882,5,24600
18882,6,50000
18883,1,1300
18883,2,1000
18883,3,5100
18883,4,3500
18883,5,6700
18883,6,3900
18885,1,20300
18885,2,4700
18885,3,8500
18885,4,6000
18885,5,1000
18885,6,1400
18886,1,1200
18886,2,6300
18886,3,18500
18886,4,500
18886,5,800
18886,6,1000
18887,3,800
18887,4,800
18887,5,1600
18887,6,800
18888,2,2000
18888,4,3000
18888,5,1000
18888,6,1000
18889,5,20000
18890,2,3500
18890,3,3600
18890,5,2500
18890,6,44500
18893,1,35000
18893,3,25000
18893,4,45000
18893,5,5000
18893,6,15000
18895,1,700
18895,3,700
18895,4,700
18895,5,700
18895,6,115800
18896,1,8400
18896,2,101400
18896,6,39000
18898,5,10000
18898,6,10000
18899,1,4500
18899,4,3500
18899,5,1800
18900,2,3500
18900,3,1600
18900,4,2200
18900,5,3100
18900,6,2500
18902,1,500
18902,2,2900
18902,3,11800
18902,4,1900
18902,5,3600
18902,6,500
18904,2,6200
18904,3,9800
18904,4,8900
18904,5,10200
18904,6,17800
18905,2,24000
18905,4,15000
18905,5,5000
18905,6,10000
18906,2,2100
18906,3,2100
18906,4,2100
18906,5,2100
18910,1,3400
18910,2,3000
18910,3,4000
18910,4,3000
18910,5,3000
18910,6,3000
18912,1,29000
18912,2,2100
18912,3,1700
18912,4,3800
18912,5,1000
18913,1,500
18913,2,1000
18913,3,2000
18913,4,2800
18913,5,3100
18913,6,3100
18914,1,1800
18914,2,3900
18914,3,2600
18914,4,1500
18914,5,9100
18914,6,16500
18917,1,3000
18917,2,5300
18917,3,10200
18917,4,13400
18917,5,9200
18917,6,11000
18918,1,10800
18918,3,27200
18922,1,32000
18922,2,16000
18922,3,5000
18922,5,4000
18922,6,5000
18924,2,1700
18928,2,2300
18928,6,4100
18930,3,4000
18930,4,1700
18930,5,2800
18930,6,800
18932,1,900
18932,2,900
18932,4,900
18932,5,1900
18933,1,3800
18933,2,2800
18933,3,6900
18933,4,600
18933,5,200
18935,1,500
18935,4,1500
18935,5,500
18935,6,500
18938,1,4400
18938,2,5500
18938,3,5600
18938,4,4600
18938,5,5900
18938,6,5100
18940,1,4600
18940,2,5000
18940,3,5400
18940,5,4300
18940,6,3900
18943,1,1000
18943,3,2000
18943,5,1000
18943,6,1000
18944,5,5500
18944,6,300
18945,1,9800
18945,2,9100
18945,3,7700
18945,4,14700
18945,5,9000
18945,6,10800
18947,1,24100
18947,5,8400
18948,1,1300
18948,3,2300
18948,6,5000
18950,1,7000
18950,2,18000
18950,5,24000
18951,1,1500
18951,3,2800
18951,4,11600
18951,5,35200
18951,6,300
18952,1,4900
18952,2,6900
18952,3,11500
18952,4,4900
18952,5,14000
18952,6,8100
18954,1,5200
18954,2,31600
18954,3,1600
18954,4,34500
18954,5,32600
18954,6,10000
18956,1,10000
18956,4,10000
18956,5,5000
18957,6,8000
18958,1,3100
18958,2,2200
18958,3,11000
18958,4,1300
18958,5,2700
18958,6,1200
18959,6,6900
18960,1,5900
18960,2,5400
18960,3,3000
18960,4,4000
18960,5,2700
18960,6,6100
18961,1,400
18961,2,400
18961,3,400
18961,5,400
18961,6,400
18963,2,1000
18963,3,3000
18963,4,1300
18963,5,500
18963,6,3400
18964,1,1400
18964,2,93900
18964,3,81400
18964,4,14300
18964,5,6800
18964,6,38200
18965,1,5600
18965,2,6300
18965,3,12900
18965,4,7900
18965,5,11700
18965,6,9500
18966,1,39700
18966,2,5000
18966,6,4400
18967,1,1000
18967,4,3000
18967,6,5000
18968,3,4000
18968,4,2000
18968,6,2500
18969,1,4100
18969,2,1700
18969,3,101300
18969,4,1500
18969,5,21400
18969,6,800
18971,2,1500
18971,3,6200
18971,5,5200
18971,6,700
18975,1,2000
18975,4,21500
18975,5,2700
18976,1,7300
18976,2,15600
18976,5,2000
18978,5,9700
18980,6,21900
18981,4,4000
18982,1,1000
18982,2,10800
18985,1,900
18985,2,13500
18985,3,6400
18985,4,35700
18985,5,4900
18985,6,58500
18986,4,3000
18986,5,3900
18986,6,8000
18987,2,3000
18987,4,2500
18988,1,2000
18988,2,2000
18988,3,14600
18988,6,9000
18989,1,2000
18989,3,2500
18990,1,7100
18990,2,3600
18990,3,2900
18990,4,10400
18990,5,22000
18990,6,8200
18994,3,20000
18994,4,36000
18994,5,4000
18994,6,1000
18995,2,37900
18995,5,9000
18996,1,16300
18996,2,7500
18996,3,6900
18996,4,8300
18996,5,32100
18996,6,9200
18997,1,6000
18997,2,5000
18997,3,4000
19000,1,8500
19000,2,34400
19000,3,37300
19000,4,75700
19000,5,81900
19000,6,83700
19001,1,5000
19001,2,5900
19001,3,3000
19001,4,7800
19001,5,15900
19001,6,11000
19002,6,2000
19003,1,8500
19003,3,5000
19003,4,6000
19003,5,5000
19006,1,1900
19006,2,1500
19006,3,2300
19006,4,1700
19006,6,1500
19007,1,4700
19007,2,2100
19007,3,4800
19007,4,3200
19007,5,3200
19007,6,4800
19008,1,8600
19008,2,4800
19008,3,1600
19008,4,5200
19008,5,24200
19008,6,20100
19011,2,17000
19011,3,9500
19011,4,14100
19011,5,10000
19011,6,17500
19012,1,1000
19012,5,1000
19012,6,2000
19015,1,22000
19015,5,2000
19016,4,1200
19016,5,700
19016,6,900
19017,6,8000
19019,1,20500
19019,2,20200
19019,3,11100
19019,4,4000
19019,5,18600
19019,6,9700
19020,1,15200
19020,2,13200
19020,3,13100
19020,4,13400
19020,5,26500
19020,6,15600
19021,2,500
19021,3,1000
19022,1,1200
19022,2,1100
19022,3,800
19022,4,800
19022,5,600
19023,1,700
19023,2,3500
19023,3,5900
19023,4,5100
19023,6,1900
19024,6,12000
19025,3,10800
19025,4,300
19025,5,3400
19025,6,30000
19026,3,15000
19026,4,15400
19026,6,3700
19027,1,6000
19027,2,4100
19027,3,8900
19027,4,24000
19027,5,8700
19027,6,8700
19030,5,9000
19032,1,4000
19032,2,3000
19032,3,5400
19032,4,5100
19032,5,5100
19032,6,5100
19033,4,4000
19036,2,600
19036,3,1800
19037,1,1600
19037,2,1000
19037,4,1500
19039,2,5000
19039,3,10500
19039,4,11500
19039,6,20000
19040,2,1000
19040,3,1000
19040,4,1000
19040,5,1000
19040,6,1700
19041,6,9000
19042,1,2000
19042,2,4000
19042,5,5000
19042,6,2000
19043,3,400
19044,1,8000
19044,2,10000
19044,4,2000
19044,5,2300
19047,3,4800
19048,3,33700
19048,4,8400
19048,5,15000
19048,6,20000
19050,4,20000
19053,1,3000
19053,2,10000
19053,3,5000
19053,4,2000
19053,5,800
19053,6,1500
19054,1,18000
19054,2,1700
19054,3,2000
19054,4,7500
19054,5,500
19054,6,20900
19056,2,1000
19056,4,2000
19056,6,1000
19057,4,3000
19058,2,2500
19058,3,4000
19058,6,5000
19061,2,1800
19061,4,600
19061,5,2700
19063,6,23000
19064,1,4200
19064,2,700
19064,5,1200
19064,6,2100
19067,3,20000
19067,5,1700
19067,6,100000
19068,1,4700
19068,2,4500
19068,3,3400
19068,4,6000
19068,6,3000
19069,1,51300
19069,2,57600
19069,3,19800
19069,4,33700
19069,5,15600
19069,6,8800
19070,5,42800
19071,5,12900
19072,1,9000
19072,2,10000
19072,3,4500
19072,4,8000
19072,6,3000
19073,3,1600
19073,4,3100
19073,5,3900
19073,6,300
19074,1,400
19074,2,2400
19074,4,3600
19074,5,1000
19076,1,4000
19076,4,1800
19076,6,13000
19077,1,6400
19077,2,1700
19077,3,33100
19077,4,8300
19077,5,493500
19077,6,205300
19079,2,5000
19079,3,3000
19079,4,2000
19080,2,5000
19080,5,5000
19082,1,2900
19082,2,100
19082,3,3800
19082,4,1200
19082,5,3000
19082,6,800
19083,1,17600
19083,2,14100
19083,3,12400
19083,4,22900
19083,5,26000
19083,6,11000
19084,1,1200
19084,2,1700
19084,3,200
19084,4,1500
19084,5,1600
19084,6,500
19085,6,15000
19086,1,19700
19086,2,700
19086,3,8100
19086,4,112000
19086,5,2600
19086,6,4100
19088,1,1500
19088,3,1000
19088,4,900
19088,6,1000
19091,4,1800
19093,1,1700
19093,2,800
19093,3,1000
19093,5,800
19093,6,1300
19094,3,32000
19094,6,3500
19095,6,1300
19096,2,8200
19096,3,1700
19096,4,9100
19096,5,6900
19096,6,16100
19097,1,700
19098,1,200
19098,3,4400
19098,4,9700
19098,5,5300
19098,6,2000
19099,1,25500
19099,2,7500
19099,4,2500
19099,5,1000
19099,6,4000
19100,1,37300
19100,2,101900
19100,3,23900
19100,4,2400
19100,5,5100
19100,6,3100
19101,5,8000
19102,3,14400
19103,6,1400
19105,1,8600
19105,2,57900
19105,3,105700
19105,4,11200
19105,5,25400
19105,6,23400
19106,3,4000
19106,6,2000
19108,4,200
19109,6,8600
19110,1,3400
19110,2,6100
19110,3,15300
19110,4,16200
19110,5,800
19111,1,3000
19111,2,1900
19111,3,9400
19111,4,6700
19111,5,3700
19111,6,1500
19112,6,12800
19113,1,5000
19113,2,5000
19113,3,5000
19113,4,5000
19113,5,5000
19113,6,15000
19114,1,1100
19114,2,15000
19114,3,6700
19114,4,9000
19114,5,19500
19114,6,13600
19115,1,10000
19115,2,10000
19115,3,15000
19115,4,15000
19115,5,3000
19117,1,5000
19117,3,15000
19119,1,3000
19119,2,3000
19119,3,3000
19119,4,2800
19119,5,3000
19122,1,58400
19122,2,3700
19122,3,4200
19124,1,2200
19124,2,3800
19124,3,1800
19124,6,500
19125,4,1000
19126,1,20200
19126,2,29900
19126,3,1100
19126,4,7300
19126,5,3800
19126,6,20600
19129,1,3700
19129,2,200
19129,3,43700
19129,4,48500
19129,5,59900
19129,6,25200
19131,1,5700
19131,2,22700
19131,3,5400
19131,5,5900
19131,6,10000
19132,1,4500
19132,2,700
19132,3,5800
19132,4,2100
19132,5,700
19132,6,2100
19134,2,2000
19134,3,1000
19134,4,1000
19134,6,900
19135,1,4000
19135,3,2700
19135,6,5000
19136,1,6200
19137,3,1700
19137,4,2300
19137,5,1400
19137,6,3800
19141,1,3500
19141,2,1000
19141,3,5700
19141,4,2000
19141,5,8900
19141,6,3500
19142,2,1000
19142,5,500
19145,1,10900
19145,3,3400
19145,4,8200
19145,5,1700
19145,6,1800
19147,4,11400
19151,3,5000
19152,1,5600
19152,2,11200
19152,3,13700
19152,4,2600
19152,5,7500
19152,6,3700
19153,5,13000
19155,1,1800
19155,2,3900
19155,3,700
19155,4,800
19155,5,6100
19155,6,1100
19156,1,21100
19156,2,20000
19156,3,8000
19156,4,27400
19156,5,400
19156,6,2400
19157,1,5000
19157,2,1200
19157,3,5400
19157,4,3600
19157,5,2000
19157,6,600
19158,1,2800
19158,2,3200
19158,3,2400
19158,4,3000
19158,5,2100
19158,6,2800
19159,1,34700
19159,3,11300
19159,5,12300
19163,1,8700
19163,2,6300
19163,3,8200
19163,4,7100
19163,5,13100
19163,6,10400
19164,1,6000
19164,2,5400
19164,3,6500
19164,4,5300
19164,5,30300
19164,6,11000
19166,1,10100
19167,4,4000
19168,1,4500
19168,2,3400
19168,3,3600
19168,4,1100
19168,5,3100
19168,6,4600
19169,1,100
19169,2,6400
19170,1,2100
19170,2,1000
19170,3,1000
19170,4,2800
19170,5,2100
19170,6,1200
19175,1,6300
19175,3,8500
19175,4,10500
19175,6,5500
19176,3,5000
19177,2,37000
19177,4,600
19178,1,1800
19178,3,1500
19178,5,1800
19178,6,900
19181,1,9500
19181,2,2000
19181,3,5500
19181,4,1400
19181,5,1300
19181,6,1000
19182,6,2600
19183,2,1700
19183,3,800
19183,4,1700
19183,5,10400
19183,6,1700
19188,2,8000
19188,3,500
19188,4,3200
19188,5,4500
19188,6,7000
19190,1,800
19190,2,8200
19190,3,800
19190,4,600
19190,5,800
19190,6,500
19192,3,27200
19192,4,2000
19192,5,15000
19193,1,5000
19193,2,16000
19193,4,10000
19193,5,2000
19193,6,2000
19194,2,1900
19194,3,300
19194,4,5500
19194,5,3000
19194,6,1000
19196,3,5000
19196,6,8000
19198,3,83100
19198,4,10400
19198,5,42200
19198,6,9700
19200,3,12000
